Interval Size: UnMinuto
Top: Top5
Intervals: 533

Filters:
------------------------------------------------------------------------------------------

Stadistical Information
------------------------------------------------------------------------------------------
SERVER																			
StartInterval	TotalCount	HTTP_5??	HTTP_4??	HTTP_3??	between 0  and 2 segs	between 2 and 4 segs	between 4 and 6 segs	between 6 and 8 segs	between 8 and 10 segs	between 10 and 15 segs	between 15 and 20 segs	between 20 and 30 segs	between 30 and 40 segs	between 40 and 60 segs	between 60 and 80 segs	between 80 and 100 segs	between 100 and 120 segs	between 120 and 2147483647 segs	
1.1.1.1	07/03/2014 09:23:52 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3385	200	393	20002843
1.1.1.1	07/03/2014 09:24:52 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3390	200	266	2429
1.1.1.1	07/03/2014 09:24:12 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3386	200	266	5735
1.1.1.1	07/03/2014 09:24:32 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3389	200	393	20002000
1.1.1.1	07/03/2014 09:24:12 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3387	200	393	20002767
1.1.1.1	07/03/2014 09:24:52 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3391	200	393	20048480
1.1.1.1	07/03/2014 09:25:52 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3396	200	266	1968
1.1.1.1	07/03/2014 09:25:12 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3392	200	266	2133
1.1.1.1	07/03/2014 09:25:12 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3393	200	393	20002619
1.1.1.1	07/03/2014 09:25:32 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3395	200	393	20004060
1.1.1.1	07/03/2014 09:25:52 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3397	200	393	20004376
1.1.1.1	07/03/2014 09:26:12 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3398	200	266	2147
1.1.1.1	07/03/2014 09:26:52 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3402	200	266	2223
1.1.1.1	07/03/2014 09:26:32 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3401	200	393	20001834
1.1.1.1	07/03/2014 09:26:12 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3399	200	393	20002026
1.1.1.1	07/03/2014 09:26:52 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3403	200	393	20002780
1.1.1.1	07/03/2014 09:27:53 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3408	200	266	1600
1.1.1.1	07/03/2014 09:27:12 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3404	200	266	3037
1.1.1.1	07/03/2014 09:27:12 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3405	200	393	20001746
1.1.1.1	07/03/2014 09:27:53 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3409	200	393	20001830
1.1.1.1	07/03/2014 09:27:33 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3407	200	393	20002294
1.1.1.1	07/03/2014 09:28:33 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3412	200	266	2206
1.1.1.1	07/03/2014 09:28:13 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3410	200	266	2946
1.1.1.1	07/03/2014 09:28:13 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3411	200	393	20002108
1.1.1.1	07/03/2014 09:28:53 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3415	200	393	20002316
1.1.1.1	07/03/2014 09:28:33 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3413	200	393	20002463
1.1.1.1	07/03/2014 09:29:13 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3416	200	266	2067
1.1.1.1	07/03/2014 09:29:33 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3418	200	266	2370
1.1.1.1	07/03/2014 09:29:33 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3419	200	393	20002218
1.1.1.1	07/03/2014 09:29:13 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3417	200	393	20002477
1.1.1.1	07/03/2014 09:29:53 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3421	200	393	20062312
1.1.1.1	07/03/2014 09:30:34 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3424	200	266	2146
1.1.1.1	07/03/2014 09:30:54 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3426	200	266	2230
1.1.1.1	07/03/2014 09:30:13 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3423	200	393	20002091
1.1.1.1	07/03/2014 09:30:54 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3427	200	393	20002595
1.1.1.1	07/03/2014 09:30:34 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3425	200	393	20003536
1.1.1.1	07/03/2014 09:31:54 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3432	200	266	1975
1.1.1.1	07/03/2014 09:31:34 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3430	200	266	2006
1.1.1.1	07/03/2014 09:31:14 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3429	200	393	20001841
1.1.1.1	07/03/2014 09:31:54 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3433	200	393	20002256
1.1.1.1	07/03/2014 09:31:34 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3431	200	393	20002299
1.1.1.1	07/03/2014 09:32:34 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3436	200	266	1853
1.1.1.1	07/03/2014 09:32:14 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3434	200	266	1891
1.1.1.1	07/03/2014 09:32:54 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3439	200	393	20001911
1.1.1.1	07/03/2014 09:32:34 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3437	200	393	20002129
1.1.1.1	07/03/2014 09:32:14 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3435	200	393	20002732
1.1.1.1	07/03/2014 09:33:14 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3440	200	266	1956
1.1.1.1	07/03/2014 09:33:55 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3444	200	266	2348
1.1.1.1	07/03/2014 09:33:34 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3443	200	393	20002174
1.1.1.1	07/03/2014 09:33:55 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3445	200	393	20002242
1.1.1.1	07/03/2014 09:33:14 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3441	200	393	20002437
1.1.1.1	07/03/2014 09:34:35 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3448	200	266	1880
1.1.1.1	07/03/2014 09:34:15 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3446	200	266	2278
1.1.1.1	07/03/2014 09:34:55 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3451	200	393	20002466
1.1.1.1	07/03/2014 09:34:15 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3447	200	393	20002498
1.1.1.1	07/03/2014 09:34:35 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3449	200	393	20068432
1.1.1.1	07/03/2014 09:35:15 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3452	200	266	2188
1.1.1.1	07/03/2014 09:35:35 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3454	200	266	2534
1.1.1.1	07/03/2014 09:35:35 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3455	200	393	20001983
1.1.1.1	07/03/2014 09:35:15 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3453	200	393	20002854
1.1.1.1	07/03/2014 09:35:55 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3457	200	393	20003058
1.1.1.1	07/03/2014 09:36:15 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3458	200	266	3740
1.1.1.1	07/03/2014 09:36:55 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3462	200	266	3956
1.1.1.1	07/03/2014 09:36:55 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3463	200	393	20002133
1.1.1.1	07/03/2014 09:36:35 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3461	200	393	20002423
1.1.1.1	07/03/2014 09:36:15 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3459	200	393	20006200
1.1.1.1	07/03/2014 09:37:16 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3464	200	266	1842
1.1.1.1	07/03/2014 09:37:56 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3468	200	266	181302
1.1.1.1	07/03/2014 09:37:36 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3467	200	377	20001745
1.1.1.1	07/03/2014 09:37:16 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3465	200	393	20001997
1.1.1.1	07/03/2014 09:37:56 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3469	200	377	20002650
1.1.1.1	07/03/2014 09:38:36 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3472	200	266	2226
1.1.1.1	07/03/2014 09:38:56 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3474	200	266	2338
1.1.1.1	07/03/2014 09:38:16 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3471	200	377	20002007
1.1.1.1	07/03/2014 09:38:56 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3475	200	345	20002643
1.1.1.1	07/03/2014 09:38:36 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3473	200	377	20072639
1.1.1.1	07/03/2014 09:39:36 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3478	200	266	1885
1.1.1.1	07/03/2014 09:39:16 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3476	200	4857	2254
1.1.1.1	07/03/2014 09:39:57 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3481	200	393	20002123
1.1.1.1	07/03/2014 09:39:36 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3479	200	393	20002346
1.1.1.1	07/03/2014 09:39:16 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3477	200	393	20002415
1.1.1.1	07/03/2014 09:40:57 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3486	200	266	1600
1.1.1.1	07/03/2014 09:40:37 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3484	200	266	2391
1.1.1.1	07/03/2014 09:40:17 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3483	200	393	20002047
1.1.1.1	07/03/2014 09:40:37 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3485	200	393	20002157
1.1.1.1	07/03/2014 09:40:57 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3487	200	393	20002768
1.1.1.1	07/03/2014 09:41:37 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3490	200	266	2181
1.1.1.1	07/03/2014 09:41:17 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3488	200	266	3298
1.1.1.1	07/03/2014 09:41:57 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3493	200	393	20002325
1.1.1.1	07/03/2014 09:41:37 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3491	200	393	20002447
1.1.1.1	07/03/2014 09:41:17 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3489	200	393	20002639
1.1.1.1	07/03/2014 09:42:37 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3496	200	266	1897
1.1.1.1	07/03/2014 09:42:57 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3498	200	266	1922
1.1.1.1	07/03/2014 09:42:37 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3497	200	393	20002378
1.1.1.1	07/03/2014 09:42:17 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3495	200	393	20002499
1.1.1.1	07/03/2014 09:42:58 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3499	200	393	20002646
1.1.1.1	07/03/2014 09:43:18 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3500	200	266	1641
1.1.1.1	07/03/2014 09:43:58 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3504	200	266	2226
1.1.1.1	07/03/2014 09:43:38 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3503	200	393	20002022
1.1.1.1	07/03/2014 09:43:58 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3505	200	393	20002109
1.1.1.1	07/03/2014 09:43:18 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3501	200	393	20002195
1.1.1.1	07/03/2014 09:44:08 a.m.	POST /gxvmdpe_frontend/oauth/access_token	200	4983	545441
1.1.1.1	07/03/2014 09:44:16 a.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaCausa?Ultfchsync=2014-3-5T0:0:0	200	6070	567641
1.1.1.1	07/03/2014 09:44:18 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3507	200	393	20001999
1.1.1.1	07/03/2014 09:44:38 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3509	200	393	20002473
1.1.1.1	07/03/2014 09:44:58 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3511	200	393	20003179
1.1.1.1	07/03/2014 09:45:18 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3512	200	266	1942
1.1.1.1	07/03/2014 09:45:59 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3516	200	266	9067
1.1.1.1	07/03/2014 09:45:38 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3515	200	393	20002119
1.1.1.1	07/03/2014 09:45:18 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3513	200	393	20002424
1.1.1.1	07/03/2014 09:45:59 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3517	200	393	20003333
1.1.1.1	07/03/2014 09:46:19 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3518	200	266	2748
1.1.1.1	07/03/2014 09:46:59 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3522	200	266	2754
1.1.1.1	07/03/2014 09:46:59 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3523	200	393	20001995
1.1.1.1	07/03/2014 09:46:19 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3519	200	393	20002043
1.1.1.1	07/03/2014 09:46:39 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3521	200	393	20002916
1.1.1.1	07/03/2014 09:47:19 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3524	200	266	1868
1.1.1.1	07/03/2014 09:47:59 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3528	200	266	2200
1.1.1.1	07/03/2014 09:47:59 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3529	200	393	20002052
1.1.1.1	07/03/2014 09:47:39 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3527	200	393	20002386
1.1.1.1	07/03/2014 09:47:19 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3525	200	393	20041538
1.1.1.1	07/03/2014 09:48:39 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3532	200	266	2246
1.1.1.1	07/03/2014 09:48:59 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3534	200	266	4941
1.1.1.1	07/03/2014 09:48:19 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3531	200	393	20001979
1.1.1.1	07/03/2014 09:48:59 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3535	200	393	20002227
1.1.1.1	07/03/2014 09:48:39 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3533	200	393	20002845
1.1.1.1	07/03/2014 09:49:40 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3538	200	266	1748
1.1.1.1	07/03/2014 09:49:20 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3536	200	266	2007
1.1.1.1	07/03/2014 09:49:40 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3539	200	393	20002395
1.1.1.1	07/03/2014 09:49:20 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3537	200	393	20003339
1.1.1.1	07/03/2014 09:50:00 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3540	200	266	1908
1.1.1.1	07/03/2014 09:50:40 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3544	200	266	3682
1.1.1.1	07/03/2014 09:50:40 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3545	200	393	20001837
1.1.1.1	07/03/2014 09:50:20 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3543	200	393	20001957
1.1.1.1	07/03/2014 09:50:00 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3541	200	393	20001987
1.1.1.1	07/03/2014 09:51:20 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3548	200	266	1755
1.1.1.1	07/03/2014 09:51:40 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3550	200	266	1956
1.1.1.1	07/03/2014 09:51:20 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3549	200	393	20002029
1.1.1.1	07/03/2014 09:51:41 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3551	200	393	20002214
1.1.1.1	07/03/2014 09:51:00 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3547	200	393	20073599
1.1.1.1	07/03/2014 09:52:41 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3556	200	266	2406
1.1.1.1	07/03/2014 09:52:01 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3552	200	266	3471
1.1.1.1	07/03/2014 09:52:01 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3553	200	393	20002431
1.1.1.1	07/03/2014 09:52:41 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3557	200	393	20002465
1.1.1.1	07/03/2014 09:52:21 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3555	200	393	20003092
1.1.1.1	07/03/2014 09:53:21 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3560	200	266	2012
1.1.1.1	07/03/2014 09:53:41 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3562	200	266	2363
1.1.1.1	07/03/2014 09:53:21 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3561	200	393	20002039
1.1.1.1	07/03/2014 09:53:01 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3559	200	393	20002158
1.1.1.1	07/03/2014 09:53:41 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3563	200	393	20003096
1.1.1.1	07/03/2014 09:54:28 a.m.	POST /gxvmdpe_frontend/rest/GxOfflineEventReplicator?fmt=json	200	4782	142125
1.1.1.1	07/03/2014 09:54:11 a.m.	POST /gxvmdpe_frontend/rest/GxOfflineEventReplicator?fmt=json	200	4751	155183
1.1.1.1	07/03/2014 09:54:01 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3565	200	393	20001876
1.1.1.1	07/03/2014 09:54:21 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3567	200	377	20002196
1.1.1.1	07/03/2014 09:54:41 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3569	200	377	20002371
1.1.1.1	07/03/2014 09:55:01 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3570	200	266	1498
1.1.1.1	07/03/2014 09:55:21 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3572	200	266	1998
1.1.1.1	07/03/2014 09:55:01 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3571	200	377	20002261
1.1.1.1	07/03/2014 09:55:22 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3573	200	377	20002439
1.1.1.1	07/03/2014 09:55:42 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3575	200	377	20003648
1.1.1.1	07/03/2014 09:56:02 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3576	200	234	1644
1.1.1.1	07/03/2014 09:56:22 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3578	200	266	35510
1.1.1.1	07/03/2014 09:56:42 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3581	200	393	20002071
1.1.1.1	07/03/2014 09:56:02 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3577	200	4773	20003042
1.1.1.1	07/03/2014 09:56:22 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3579	200	393	20012255
1.1.1.1	07/03/2014 09:57:02 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3582	200	266	2163
1.1.1.1	07/03/2014 09:57:22 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3584	200	266	3016
1.1.1.1	07/03/2014 09:57:42 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3587	200	393	20001925
1.1.1.1	07/03/2014 09:57:02 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3583	200	393	20002288
1.1.1.1	07/03/2014 09:57:22 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3585	200	393	20002661
1.1.1.1	07/03/2014 09:58:02 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3588	200	266	2166
1.1.1.1	07/03/2014 09:58:22 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3590	200	266	2608
1.1.1.1	07/03/2014 09:58:02 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3589	200	393	20001728
1.1.1.1	07/03/2014 09:58:22 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3591	200	393	20002417
1.1.1.1	07/03/2014 09:58:43 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3593	200	393	20002941
1.1.1.1	07/03/2014 09:59:23 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3596	200	266	1775
1.1.1.1	07/03/2014 09:59:43 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3598	200	266	1885
1.1.1.1	07/03/2014 09:59:23 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3597	200	393	20002115
1.1.1.1	07/03/2014 09:59:03 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3595	200	393	20002396
1.1.1.1	07/03/2014 09:59:43 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3599	200	393	20003711
1.1.1.1	07/03/2014 10:00:03 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3600	200	266	2310
1.1.1.1	07/03/2014 10:00:43 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3604	200	266	2395
1.1.1.1	07/03/2014 10:00:03 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3601	200	393	20002113
1.1.1.1	07/03/2014 10:00:23 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3603	200	393	20002383
1.1.1.1	07/03/2014 10:00:43 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3605	200	393	20002644
1.1.1.1	07/03/2014 10:01:04 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3606	200	266	2215
1.1.1.1	07/03/2014 10:01:44 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3610	200	266	4293
1.1.1.1	07/03/2014 10:01:24 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3609	200	393	20002145
1.1.1.1	07/03/2014 10:01:44 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3611	200	393	20002411
1.1.1.1	07/03/2014 10:01:04 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3607	200	393	20002595
1.1.1.1	07/03/2014 10:02:24 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3614	200	266	2384
1.1.1.1	07/03/2014 10:02:04 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3612	200	266	2433
1.1.1.1	07/03/2014 10:02:44 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3617	200	393	20002152
1.1.1.1	07/03/2014 10:02:24 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3615	200	393	20002393
1.1.1.1	07/03/2014 10:02:04 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3613	200	393	20002416
1.1.1.1	07/03/2014 10:03:44 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3622	200	266	2055
1.1.1.1	07/03/2014 10:03:04 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3618	200	266	2135
1.1.1.1	07/03/2014 10:03:44 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3623	200	393	20002227
1.1.1.1	07/03/2014 10:03:24 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3621	200	393	20002308
1.1.1.1	07/03/2014 10:03:04 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3619	200	393	20002623
1.1.1.1	07/03/2014 10:04:34 a.m.	POST /gxvmdpe_backend/servlet/awsdescargamisdatos	200	5060	598286
1.1.1.1	07/03/2014 10:04:34 a.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaMisDatos?Usucod=MBJTEC	200	4995	656914
1.1.1.1	07/03/2014 10:04:04 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3625	200	393	20002319
1.1.1.1	07/03/2014 10:04:24 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3627	200	393	20002360
1.1.1.1	07/03/2014 10:04:44 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3629	200	393	20010864
1.1.1.1	07/03/2014 10:05:04 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3630	200	266	1993
1.1.1.1	07/03/2014 10:05:45 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3634	200	266	2350
1.1.1.1	07/03/2014 10:05:45 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3635	200	393	20002068
1.1.1.1	07/03/2014 10:05:25 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3633	200	393	20002076
1.1.1.1	07/03/2014 10:05:04 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3631	200	393	20002347
1.1.1.1	07/03/2014 10:06:53 a.m.	POST /gxvmdpe_backend/servlet/awsreplicbackend	200	1115	182692
1.1.1.1	07/03/2014 10:06:53 a.m.	POST /gxvmdpe_frontend/rest/GxOfflineEventReplicator?fmt=json	200	4782	254483
1.1.1.1	07/03/2014 10:06:05 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3637	200	393	20002074
1.1.1.1	07/03/2014 10:06:46 a.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=3641	200	393	20002422
